School ID,Institution me,Median Graduate Debt,Number of Undergraduates
4323,City College-Fort Lauderdale,26300,633
4334,Vatterott College-Berkeley,23116,1344
4338,St John's College,27000,339
4339,Yeshiva and Kollel Harbotzas Torah,,25
4340,Bais Medrash Elyon,,27
4341,Antioch University-Los Angeles,25329.5,137
4342,Antioch University-Santa Barbara,25329.5,144
4343,Antioch University-New England,25329.5,
4344,Antioch University-Seattle,25329.5,230
4345,Antioch University-Midwest,25329.5,116
4346,Mid-America Christian University,27375,2347
4356,Houston Graduate School of Theology,,
4362,Unification Theological Semiry,,18
4368,Beckfield College-Florence,25237,807
4370,Ecumenical Theological Semiry,,16
4374,tiol American University-Independence,34486,562
4375,Yeshiva Gedolah of Greater Detroit,,58
4376,Austin Graduate School of Theology,,28
4391,tiol American University-Albuquerque,34486,396
4393,ECPI University,20000,10241
4409,ITT Technical Institute-Newburgh,25833.5,295
4411,South University-Columbia,27167,1167
4412,Everest University-Brandon,28332,4140
4419,Platt College-Los Angeles,20000,608
4420,Platt College-Aurora,42634,209
4421,Kaplan University-Davenport Campus,30500,40209
4422,Kaplan University-Cedar Falls Campus,30500,386
4424,Christian Life College,,41
4425,Knowledge Systems Institute,,
4427,ITT Technical Institute-Arlington Heights,25833.5,248
4433,ITT Technical Institute-Troy,25833.5,581
4439,Skyline College-Roanoke,20000,193
4440,Bethel Semiry-San Diego,23950,
4442,Brandman University,21875,3642
4443,New College of Florida,16500,793
4446,Le Cordon Bleu College of Culiry Arts-Scottsdale,11640,1548
4461,Daymar College-Bowling Green,23658,255
4466,University of the District of Columbia-David A Clarke School of Law,20000,
4468,Caribbean University-Ponce,9000,1159
4469,Caribbean University-Vega Baja,9000,483
4470,University of Advancing Technology,29125,959
4474,Madison Media Institute,16000,396
4501,Mayo Graduate School,9250,
4510,South Florida Bible College and Theological Semiry,,107
4513,Pennsylvania College of Technology,23000,5615
4518,New York Academy of Art,,
4526,Southwest Florida College,24666,1261
4528,ITT Technical Institute-Norwood,25833.5,478
4529,Southwest Acupuncture College-Santa Fe,,
4532,ITT Technical Institute-Knoxville,25833.5,400
4533,ITT Technical Institute-Austin,25833.5,432
4534,ITT Technical Institute-Houston North,25833.5,650
4535,California State University-San Marcos,18500,10689
4536,Argosy University-Hawaii,14323,311
4537,Baptist Theological Semiry at Richmond,,
4539,Kaplan University-Des Moines Campus,30500,779
4547,Mclly Smith College of Music,25750,556
4555,Colorado Heights University,,343
4557,Hodges University,27607.5,1864
4558,Everest University-Lakeland,10736,449
4559,Argosy University-Atlanta,14323,434
4560,University of St Augustine for Health Sciences,,
4567,Daymar Institute-Clarksville,23658,497
4568,Nossi College of Art,29500,279
4570,ITT Technical Institute-Norfolk,25833.5,720
4578,Massachusetts School of Law,,
4579,ITT Technical Institute-Albuquerque,25833.5,476
4586,Oregon College of Oriental Medicine,,
4592,Bethel Semiry of the East,23950,
4594,Bryant & Stratton College-Eastlake,24260.5,613
4610,Fremont College,20000,344
4612,University of Phoenix-Online Campus,35500,166816
4613,University of Phoenix-San Diego Campus,35500,5339
4618,ITT Technical Institute-Lake Mary,25833.5,269
4622,Remington College-Honolulu Campus,9500,495
4633,New England School of Communications,27000,456
4635,Adler Graduate School,,
4644,Bryant & Stratton College-Southtowns,24260.5,499
4646,Yeshiva Gedolah Imrei Yosef D'spinka,,125
4671,Centro de Estudios Multidisciplirios-Humacao,2550,743
4683,ITT Technical Institute-San Antonio,25833.5,585
4694,Northwest College of Art & Design,45000,94
4695,University of Washington-Bothell Campus,16326,4077
4696,University of Washington-Tacoma Campus,16326,3587
4704,ITT Technical Institute-Torrance,25833.5,457
4705,Pacific College of Oriental Medicine-San Diego,17250,124
4712,Center for Advanced Legal Studies,12500,125
4717,Northwest Indian College,,653
4721,University of Phoenix-Utah Campus,35500,958
4727,Colorado School of Traditiol Chinese Medicine,,
4731,Phoenix Semiry,,
4734,Baker College of Port Huron,24314.5,1036
4742,Westwood College-Denver South,38747.5,275
4744,ITT Technical Institute-San Berrdino,25833.5,730
4746,University of Phoenix-Puerto Rico Campus,35500,437
4759,Midwest College of Oriental Medicine-Racine,17273.5,20
4780,Beacon College,24500,190
4781,Acupuncture and Integrative Medicine College-Berkeley,,
4784,University of the Potomac-Washington DC Campus,30500,320
4785,Rabbi Jacob Joseph School,,86
4790,Everglades University,44974,1184
4792,Herzing University-Winter Park,22822,377
4797,College of Biblical Studies-Houston,16000,493
4801,Everest University-South Orlando,27500,29460
4814,Watkins College of Art Design & Film,31125,334
4823,Bristol University,,33
4825,Mt Sierra College,47869.5,536
4828,Southern California Institute of Technology,9500,493
4829,Soka University of America,19000,412
4832,World Mission University,,122
4833,Yo San University of Traditiol Chinese Medicine,,
4837,Colorado Technical University-Sioux Falls,35500,242
4838,Southwest University of Visual Arts-Albuquerque,50437,224
4840,Widener University-Harrisburg Campus,27800,
4847,Baker College of Auburn Hills,24314.5,3066
4848,Baker College of Clinton Township,24314.5,4345
4849,Inter American University of Puerto Rico-School of Optometry,8500,
4850,Schiller Intertiol University,26300,128
4858,Baker College of Cadillac,24314.5,1534
4861,Columbia Centro Universitario-Yauco,,402
4867,Yeshivas Novominsk,,118
4870,Rabbinical College of Ohr Shimon Yisroel,,155
4872,University of Phoenix-Southern Arizo Campus,35500,1414
4873,University of Phoenix-Colorado Campus,35500,1172
4874,University of Phoenix-Albuquerque Campus,35500,2097
4875,University of Phoenix-Bay Area Campus,35500,1374
4876,University of Phoenix-Southern California Campus,35500,8302
4881,Westwood College-Dupage,36833,186
4883,Daymar College-Louisville,23563,189
4890,City College-Gainesville,26300,444
4891,Arizo State University-West,20375,3243
4893,ITT Technical Institute-Jacksonville,25833.5,591
4898,Minnesota School of Business-Brooklyn Center,31061.5,162
4899,ITT Technical Institute-Omaha,25833.5,505
4917,Lake Erie College of Osteopathic Medicine,,
4923,Brown Mackie College-Fort Wayne,21599,659
4929,Florida tiol University-Main Campus,25766,1803
4932,ITT Technical Institute-Fort Lauderdale,25833.5,531
4936,Erikson Institute,,
4937,South Texas College,,18034
4940,Roger Williams University School of Law,27000,
4942,California State University-Monterey Bay,17750,5153
4944,Colorado Technical University-Kansas City,35500,45
4950,The Art Institute of California-Argosy University Hollywood,14323,1906
4967,Capella University,33730,7935
4968,College of Menominee tion,,511
4971,Southwest Acupuncture College-Albuquerque,,
4976,ITT Technical Institute-Little Rock,25833.5,289
4977,ITT Technical Institute-Oxrd,25833.5,312
4978,ITT Technical Institute-Louisville,25833.5,547
4979,ITT Technical Institute-Greenville,25833.5,353
4980,ITT Technical Institute-Cordova,25833.5,552
4986,Baker College of Jackson,24314.5,2202
4990,ITT Technical Institute-Everett,27833,271
4993,ITT Technical Institute-Bessemer,25833.5,538
4994,ITT Technical Institute-Orland Park,25833.5,527
4995,Pacific College of Oriental Medicine-New York,17250,139
4996,Baker College Center for Graduate Studies,24314.5,4449
4997,Johnson & Wales University-North Miami,27000,1937
5000,Trine University-Regiol/Non-Traditiol Campuses,26063,435
5003,Phillips Theological Semiry,,
5011,The University of Texas MD Anderson Cancer Center,,313
5012,University of Phoenix-Las Vegas Campus,35500,1753
5045,Messenger College,,47
5064,New York College of Health Professions,20736,529
5122,Argosy University-Washington DC,14323,126
5124,University of Phoenix-Sacramento Valley Campus,35500,2791
5130,Everest University-Melbourne,27500,492
5132,University of Phoenix-Hawaii Campus,35500,1281
5137,Southwest College of turopathic Medicine & Health Sciences,,
5139,Virginia College-Birmingham,19000,3741
5140,Virginia College-Huntsville,19000,567
5141,Yeshiva D'monsey Rabbinical College,,48
5154,Arizo State University-Polytechnic,20375,3305
5156,Bakke Graduate University,,
5158,Argosy University-Schaumburg,14323,139
5160,University of Phoenix-Louisia Campus,35500,422
5161,University of Phoenix-Detroit Campus,35500,980
5171,Living Arts College,13928,513
5182,Midwestern University-Glendale,,
5189,Embry-Riddle Aeroutical University-Worldwide,26000,9689
5193,ITT Technical Institute-Webster,25833.5,303
5206,Ottawa University-Milwaukee,25000,289
5207,Argosy University-Tampa,14323,123
5208,The Illinois Institute of Art-Schaumburg,27666.5,1066
5211,The Art Institute of Phoenix,21599,1045
5213,American College of Acupuncture and Oriental Med,,
5214,AOMA Graduate School of Integrative Medicine,,
5217,ITT Technical Institute-Henderson,25833.5,469
5219,Colorado Technical University-Greenwood Village,35500,644
5225,Strayer University-Maryland,39499.5,2038
5230,ITT Technical Institute-Miami,25833.5,417
5235,ITT Technical Institute-Norwood,25833.5,419
5236,ITT Technical Institute-Strongsville,25833.5,391
5239,The Creative Center,19500,86
5242,American College of Traditiol Chinese Medicine,,
5244,San Juan Bautista School of Medicine,,27
5245,Texas Health and Science University,,6
5247,New Hampshire Institute of Art,27000,470
5283,Yeshiva of the Telshe Alumni,,126
5286,University of Phoenix-Western Washington Campus,35500,566
5287,University of Phoenix-Central Florida Campus,35500,715
5288,University of Phoenix-Oregon Campus,35500,639
5291,Appalachian School of Law,,
5292,LIU Hudson at Westchester,25000,
5293,Platt College-Ontario,20000,467
5295,The Art Institute of California-Argosy University Los Angeles,14323,1807
5296,American University of Health Sciences,31997,280
5304,Western Governors University,16667,35493
5305,Santa Barbara Business College-Ventura,21125,339
5307,Herzing University-Kenner,22822,305
5309,Florida Gulf Coast University,18500,12795
5312,tiol Labor College,25000,498
5313,ITT Technical Institute-Richardson,25833.5,652
5325,Michigan Jewish Institute,,1642
5327,Florida College of Integrative Medicine,,
5332,City College-Miami,26300,283
5333,ITT Technical Institute-Arnold,25833.5,291
5334,ITT Technical Institute-Oak Brook,25833.5,336
5340,Florida Coastal School of Law,,
5346,Yeshiva College of the tions Capital,,23
5347,University of Phoenix-South Florida Campus,35500,1080
5348,University of Phoenix-North Florida Campus,35500,1028
5349,University of Phoenix-West Florida Campus,35500,593
5350,University of Phoenix-Maryland Campus,35500,479
5351,University of Phoenix-Oklahoma City Campus,35500,402
5352,University of Phoenix-Tulsa Campus,35500,392
5353,Louisia State University Health Sciences Center-Shreveport,25205,44
5359,Argosy University-Phoenix,14323,219
5362,Vatterott College-Sunset Hills,23116,624
5364,Southwest Acupuncture College-Boulder,,
5368,Argosy University-Orange County,14323,250
5370,tiol American University-Bloomington,34486,509
5373,Intertiol Baptist College and Semiry,,43
5379,University of Connecticut-Tri-Campus,21500,2382
5380,University of Connecticut-Avery Point,21500,645
5381,University of Connecticut-Stamford,21500,1224
5382,ITT Technical Institute-Saint Rose,25833.5,470
5383,ITT Technical Institute-Richmond,25833.5,573
5385,University of Magement and Technology,6875,781
5387,ITT Technical Institute-Lathrop,25833.5,492
5389,Linfield College-School of Nursing,25000,344
5402,Westwood College-Aheim,38747.5,772
5406,Stevens-Heger College-Murray,26336.5,2382
5407,Brookline College-Tucson,9500,420
5415,University of Phoenix-Southern Colorado Campus,35500,489
5416,University of Phoenix-West Michigan Campus,35500,271
5417,Stratford University,31550.5,2271
5419,American InterContinental University-Atlanta,35500,1002
5420,American InterContinental University-South Florida,35500,148
5421,University of Phoenix-Philadelphia Campus,35500,713
5422,University of Phoenix-Pittsburgh Campus,35500,37
5430,Everest University-Jacksonville,10736,604
5432,Midwest College of Oriental Medicine-Chicago,17273.5,31
5434,Argosy University-Seattle,14323,153
5437,ITT Technical Institute-Wilmington,25833.5,403
5440,University of Phoenix-St Louis Campus,35500,542
5441,Johnson & Wales University-Denver,27000,1506
5442,University of Phoenix-Cleveland Campus,35500,333
5446,East West College of tural Medicine,,0
5449,Atlantic Institute of Oriental Medicine,,27
5458,Crossroads Bible College,26950.5,219
5463,King's University,,372
5468,New York College of Traditiol Chinese Medicine,11000,64
5470,Northeastern Semiry,,
5473,Pacific Islands University,,71
5477,Seattle Institute of Oriental Medicine,,
5479,Acupuncture and Massage College,7600,35
5483,Keck Graduate Institute,,
5490,Westwood College-River Oaks,37655.5,321
5496,Everest College-Ontario Metro,28257.5,962
5499,The Art Institute of Washington,29771,1485
5502,Marlboro College-Graduate School,26250,14
5503,University of Phoenix-Boston Campus,35500,181
5504,University of Phoenix-Dallas Campus,35500,1337
5505,University of Phoenix-Houston Campus,35500,1595
5506,University of Phoenix-Milwaukee Campus,35500,256
5507,University of Phoenix-Idaho Campus,35500,283
5508,Westwood College-Inland Empire,38747.5,979
5510,Ates College,,1269
5512,tiol American University-Ellsworth AFB Extension,34486,150
5513,tiol American University-Albuquerque West,34486,346
5514,tiol American University-Brooklyn Center,34486,755
5516,Pillar College,25000,411
5519,Oregon State University-Cascades Campus,23166,765
5525,Southern University Law Center,32075,
5526,Intertiol Academy of Design and Technology-Orlando,29375,345
5534,Richmont Graduate University,,
5535,The Seattle School of Theology & Psychology,,
5537,San Diego State University-Imperial Valley Campus,16460,693
5544,University of the Rockies,,
5556,tiol Graduate School of Quality Magement,12500,33
5560,Apex School of Theology,,620
5564,Yeshiva Shaarei Torah of Rockland,,116
5571,Universidad Pentecostal Mizpa,,355
5582,Nevada State College,24756,3076
5585,California State University-Channel Islands,16000,4950
5586,ITT Technical Institute-Springfield,25833.5,678
5587,ITT Technical Institute-Chantilly,25833.5,573
5588,The Art Institute of California-Argosy University Orange County,14323,1761
5589,Franklin W Olin College of Engineering,19500,343
5592,Won Institute of Graduate Studies,,
5595,University of Phoenix-Kansas City Campus,35500,517
5596,University of Phoenix-Atlanta Campus,35500,1350
5597,University of Phoenix-Chicago Campus,35500,813
5598,University of Phoenix-shville Campus,35500,1329
5599,University of Phoenix-Northern Virginia Campus,35500,650
5602,Argosy University-Dallas,14323,218
5605,Ave Maria School of Law,,
5607,ITT Technical Institute-Canton,25833.5,442
5609,Pennsylvania College of Health Sciences,18692,1394
5617,Grantham University,13554,9521
5618,Minnesota School of Business-Plymouth,31061.5,184
5622,University of the Potomac-VA Campus,30500,26
5625,tiol American University-Overland Park,34486,470
5631,Edward Via College of Osteopathic Medicine,,
5633,Pacific College of Oriental Medicine-Chicago,17250,75
5636,Ottawa University-Jeffersonville,25000,87
5637,University of Antelope Valley,9286,793
5638,Birthingway College of Midwifery,39772,67
5645,Faith Evangelical College & Semiry,15451.5,130
5646,Family of Faith College,,19
5647,Hood Theological Semiry,,6
5662,West Coast University-Los Angeles,33832,1374
5663,Williamson Christian College,,72
5666,DigiPen Institute of Technology,27000,894
5669,University of Phoenix-Charlotte Campus,35500,828
5672,ITT Technical Institute-Duluth,25833.5,591
5673,ITT Technical Institute-Hilliard,25833.5,322
5674,University of Phoenix-Indiapolis Campus,35500,338
5675,Dewey University-Hato Rey,,2470
5677,American College of Healthcare Sciences,,293
5684,Westwood College-Chicago Loop,37655.5,417
5686,Bexley Hall Episcopal Semiry,,
5689,Strayer University-Tennessee,39499.5,1194
5690,Strayer University-Pennsylvania,39499.5,1644
5695,University of Phoenix-Columbus Georgia Campus,35500,792
5696,University of Phoenix-Memphis Campus,35500,1147
5697,University of Phoenix-Little Rock Campus,35500,562
5702,tiol University College-Rio Grande,7533,1868
5705,Brookline College-Albuquerque,9500,272
5706,Byzantine Catholic Semiry of Saints Cyril and Methodius,,
5708,Northcentral University,15625,250
5709,Colorado Technical University-Online,35500,17902
5710,Baker College of Allen Park,24314.5,3761
5716,Daymar Institute-Murfreesboro,23658,190
5729,Baptist University of the Americas,,189
5731,Beis Medrash Heichal Dovid,,96
5751,Institute of Clinical Acupuncture & Oriental Med,,
5754,Jones Intertiol University,32926,1586
5757,New Life Theological Semiry,,122
5765,The Art Institute of Tucson,21599,426
5770,Flagler College-Tallahassee,23638,469
5772,American InterContinental University-Online,35500,10103
5773,Westwood College-Atlanta Midtown,36833,448
5774,ITT Technical Institute-Eden Prairie,25833.5,208
5777,Intertiol Academy of Design and Technology-Troy,42103,347
5778,American InterContinental University-Houston,35500,463
5780,University of California-Merced,19559,5837
5787,Platt College-North OKC,12000,266
5788,Central Methodist University-College of Graduate and Extended Studies,17285,1624
5789,Westwood College-Northlake,31126,420
5790,University of Phoenix-Jersey City Campus,35500,455
5791,University of Phoenix-Minneapolis St Paul Campus,35500,153
5797,University of Phoenix-Louisville Campus,35500,203
5798,Everest University-Orange Park,28332,711
5814,Neumont University,29042,420
5815,Johnson & Wales University-Charlotte,27000,2325
5816,University of Phoenix-Central Valley Campus,35500,2348
5818,Roseman University of Health Sciences,27500,264
5828,Institute for the Psychological Sciences,,
5831,Minnesota School of Business-Waite Park,31061.5,339
5832,Minnesota School of Business-Shakopee,31061.5,110
5837,American Academy of Acupuncture and Oriental Medicine,,
5838,Arizo School of Acupuncture and Oriental Medicine,,
5839,Ave Maria University,24421.5,904
5854,Ecclesia College,,175
5862,Maple Springs Baptist Bible College and Semiry,,76
5874,Stanbridge College,18250,963
5878,Uta Mesivta of Kiryas Joel,,1561
5879,Harrisburg University of Science and Technology,29500,278
5880,The Art Institute of Ohio-Cincinti,27666.5,834
5881,Stevens-Heger College-Logan,26336.5,140
5883,University of Phoenix-San Antonio Campus,35500,816
5884,University of Phoenix-Austin Campus,35500,704
5885,University of Phoenix-Richmond-Virginia Beach Campus,35500,640
5886,University of Phoenix-Raleigh Campus,35500,148
5888,Intertiol Academy of Design and Technology-Henderson,29375,447
5889,Intertiol Academy of Design and Technology-Seattle,29375,384
5890,Intertiol Academy of Design and Technology-shville,42103,117
5895,ITT Technical Institute-Kansas City,25833.5,362
5896,ITT Technical Institute-Kennesaw,25833.5,351
5897,ITT Technical Institute-Owings Mills,25833.5,616
5898,ITT Technical Institute-Warrensville Heights,25833.5,458
5899,Union Graduate College,,
5903,United States University,22396,81
5904,Westwood College-Arlington Ballston,38913,371
5914,Everest College-Mesa,9500,367
5918,Argosy University-Los Angeles,14323,319
5919,Brown Mackie College-Miami,21599,953
5929,Eagle Gate College-Layton,19940,219
5932,Expression College for Digital Arts,40000,574
5934,Daymar College-Bellevue,23563,97
5942,University of Phoenix-Savanh Campus,35500,359
5943,University of Phoenix-Northern Nevada Campus,35500,129
5944,Minnesota School of Business-Rochester,31061.5,256
5945,Georgia Gwinnett College,21636,9325
5946,Phoenix Institute of Herbal Medicine & Acupuncture,,
5955,University of East-West Medicine,,
5966,SUM Bible College and Theological Semiry,27103.5,348
5987,Careers Unlimited,28895,176
5991,Doane College-Lincoln Grand Island and Master,22529,721
5992,Shorter University-College of Adult & Professiol Programs,27475,922
5993,The Art Institute of Indiapolis,21599,862
6000,ITT Technical Institute-Charlotte South,25833.5,369
6001,ITT Technical Institute-Clovis,25833.5,439
6003,ITT Technical Institute-Swartz Creek,25833.5,402
6004,ITT Technical Institute-Lexington,25833.5,242
6005,ITT Technical Institute-Maumee,25833.5,219
6006,ITT Technical Institute-Oklahoma City,25833.5,408
6007,ITT Technical Institute-Tulsa,25833.5,519
6008,University of Phoenix-Omaha Campus,35500,27
6009,University of Phoenix-Northwest Arkansas Campus,35500,375
6010,University of Phoenix-Columbia Campus,35500,718
6011,The Art Institute of California-Argosy University Inland Empire,14323,2307
6012,tiol American University-Zo Rosa,34486,476
6016,Westwood College-Anndale,38913,348
6019,Rasmussen College-Illinois,23203,1791
6022,Argosy University-Denver,14323,151
6023,College America-Colorado Springs,27257.5,322
6024,College America-Fort Collins,27257.5,159
6027,The Robert B Miller College,25164.5,275
6028,University of Phoenix-Fairfield County Campus,35500,20
6029,University of Phoenix-Harrisburg Campus,35500,58
6030,University of South Florida-St Petersburg,19735,3955
6032,Arizo State University-Downtown Phoenix,20375,8555
6036,The Art Institute of Tennessee-shville,29771,991
6037,Strayer University-Florida,39499.5,2004
6060,American Public University System,17311,42460
6061,Huntsville Bible College,,25
6072,Dragon Rises College of Oriental Medicine,,
6077,Hawaii College of Oriental Medicine,,
6081,Bais Medrash Toras Chesed,,114
6089,Visible Music College,25750,118
6097,University of the West,,86
6098,South University-Tampa,27167,654
6100,Appalachian College of Pharmacy,,
6101,Averett University-Non-Traditiol Programs,26000,790
6109,The Art Institute of Salt Lake City,21599,466
6113,The Art Institute of Charleston,29771,643
6114,The Art Institute of California-Argosy University Sacramento,14323,1185
6122,ITT Technical Institute-St Petersburg,25833.5,230
6123,ITT Technical Institute-Baton Rouge,25833.5,656
6124,ITT Technical Institute-Columbia,25833.5,357
6125,ITT Technical Institute-Wichita,25833.5,303
6126,ITT Technical Institute-Atlanta,25833.5,483
6127,ITT Technical Institute-Mobile,25833.5,690
6129,ITT Technical Institute-South Bend,25833.5,330
6131,Strayer University-Delaware,39499.5,254
6132,Brite Divinity School,22500,
6133,Strayer University-Alabama,39499.5,389
6136,Broadview University-Layton,31502,155
6137,Intertiol Academy of Design and Technology-Sacramento,29375,194
6138,University of Phoenix-Birmingham Campus,35500,271
6139,Intertiol Academy of Design and Technology-San Antonio,29375,356
6140,University of Phoenix-Augusta Campus,35500,735
6141,University of Phoenix-Washington DC Campus,35500,303
6142,University of Phoenix-Chattanooga Campus,35500,408
6143,Argosy University-Inland Empire,14323,387
6144,Argosy University-shville,14323,207
6145,Argosy University-San Diego,14323,270
6146,Rasmussen College-Wisconsin,23203,1491
6162,LIU Riverhead,25000,56
6174,Columbia Southern University,17985,14685
6175,Arizo Summit Law School,,
6178,Trident University Intertiol,14872,3790
6185,Digital Media Arts College,43475.5,265
6186,Academy for Five Element Acupuncture,,
6190,Wolford College,,
6208,Yeshivas Be'er Yitzchok,,61
6209,Yeshiva Toras Chaim,,182
6210,Talmudical Semiry of Bobov,,307
6219,Charleston School of Law,,
6233,The Art Institute of Pittsburgh-Online Division,40022,10896
6234,University of South Florida-Sarasota-Matee,19735,1671
6235,Brown Mackie College-Indiapolis,21599,899
6236,College America-Cheyenne,27257.5,75
6238,Centro de Estudios Multidisciplirios-Bayamon,2550,631
6239,Bryant & Stratton College-Wauwatosa,24260.5,760
6240,Minnesota School of Business-Blaine,31061.5,384
6241,The Art Institute of Michigan,27666.5,995
6244,The Art Institute of Austin,30500,1413
6245,The Art Institute of California-Argosy University-Silicon Valley,14323,570
6248,tiol American University-Austin,34486,254
6249,tiol American University-Wichita,34486,375
6252,ITT Technical Institute-Cary,25833.5,282
6253,ITT Technical Institute-Madison,25833.5,372
6254,ITT Technical Institute-Clive,25833.5,208
6255,ITT Technical Institute-Columbus,25833.5,345
6256,ITT Technical Institute-Phoenix,25833.5,247
6257,ITT Technical Institute-Madison,25833.5,178
6258,ITT Technical Institute-High Point,25833.5,451
6260,The Art Institutes Intertiolâ€“Kansas City,21599,495
6261,The Art Institute of Raleigh-Durham,27167,781
6268,Argosy University-Salt Lake City,14323,108
6276,Strayer University-Kentucky,39499.5,424
6277,Strayer University-North Caroli,39499.5,2111
6278,Strayer University-New Jersey,39499.5,578
6290,The Kingâ€™s College,22250,504
6291,Chamberlain College of Nursing-Illinois,25693,10778
6292,Chamberlain College of Nursing-Ohio,25693,666
6293,Chamberlain College of Nursing-Arizo,25693,515
6316,Ottawa University-Online,25000,379
6317,Broadview University-Orem,31502,118
6322,Taft University System,,4
6335,Aspen University,,162
6336,Institute of Taoist Education and Acupuncture,,
6338,Denver School of Nursing,24367,696
6361,Urshan Graduate School of Theology,,
6365,Charlotte School of Law,,
6366,Daoist Traditions College of Chinese Medical Arts,,
6374,Yeshiva of Machzikai Hadas,,347
6384,Pacific Northwest University of Health Sciences,,
6387,The Chicago School of Professiol Psychology at Irvine,,
6396,Minnesota School of Business-Moorhead,31061.5,171
6397,Brown Mackie College-Boise,21599,393
6398,Brown Mackie College-Tulsa,21599,604
6402,The Chicago School of Professiol Psychology at Los Angeles,,
6404,The Chicago School of Professiol Psychology at Westwood,,
6412,Providence Christian College,27000,66
6414,Institute of World Politics,,
6415,Pontifical John Paul II Institute for Studies on Marriage and Family,,
6432,Vermont College of Fine Arts,,
6434,The Art Institute of Washington-Dulles,29771,243
6452,Intertiol Academy of Design and Technology-Online,29375,1251
6457,Argosy University-Phoenix Online Division,14323,8917
6462,ITT Technical Institute-Springfield,25833.5,206
6464,ITT Technical Institute-Concord,25833.5,258
6466,ITT Technical Institute-Charlotte North,25833.5,416
6468,Polytechnic University of Puerto Rico-Miami,16648,63
6469,Polytechnic University of Puerto Rico-Orlando,16648,82
6472,The Commonwealth Medical College,,
6477,Brown Mackie College-Phoenix,21599,637
6478,Strayer University-West Virginia,39499.5,177
6479,Strayer University-Utah,39499.5,70
6480,Strayer University-Ohio,39499.5,724
6488,Minnesota School of Business-Elk River,31061.5,285
6489,Brown Mackie College-Greenville,21599,845
6490,Globe University-Sioux Falls,27000,165
6491,Globe University-Eau Claire,27000,215
6493,Globe University-Minneapolis,27000,126
6499,University of Minnesota-Rochester,21500,477
6503,Herzing University-Toledo,22822,205
6509,Chamberlain College of Nursing-Florida,25693,649
6511,Remington College of Nursing Orlando,9500,100
6514,Horizon University,,58
6517,Academy for Jewish Religion-California,,
6528,University of Fort Lauderdale,,33
6536,New Hope Christian College-Honolulu,24711,126
6555,City Vision College,,74
6591,Bethel College,,54
6595,Bainbridge Graduate Institute,,
6600,West Coast University-Orange County,33832,1528
6601,West Coast University-Ontario,33832,1103
6623,tiol University College-Ponce,7533,1117
6626,The Art Institute of Virginia Beach,29771,663
6627,Bryant & Stratton College-Bayshore,24260.5,589
6628,Daymar College-Online,23563,368
6641,Globe University-Madison East,27000,261
6642,Minnesota School of Business-Lakeville,31061.5,197
6643,Globe Universityâ€“Green Bay,27000,235
6644,Globe Universityâ€“Madison West,27000,211
6645,Globe Universityâ€“Wausau,27000,181
6654,Strayer University-Arkansas,39499.5,105
6655,Strayer University-Georgia,39499.5,3253
6656,Strayer University-Louisia,39499.5,132
6657,Strayer University-Mississippi,39499.5,156
6658,Strayer University-South Caroli,39499.5,1219
6659,Strayer University-Texas,39499.5,954
6660,The Art Institute of San Antonio,30500,1115
6661,Globe University-La Crosse,27000,237
6671,Bryant & Stratton College-Hampton,24260.5,641
6681,Unitek College,10281,904
6683,Southern California University SOMA,,48
6685,South Universityâ€“Richmond,27167,634
6686,South Universityâ€“Virginia Beach,27167,685
6725,ITT Technical Institute-Aurora,25833.5,247
6726,ITT Technical Institute-West Covi,25833.5,148
6727,ITT Technical Institute-Culver City,25833.5,319
6728,ITT Technical Institute-Dearborn,25833.5,438
6729,ITT Technical Institute-Las Vegas,25833.5,569
6730,Touro University Worldwide,,150
6731,Touro University California,23899.5,
6732,The Chicago School of Professiol Psychology at Washington DC,,
6734,Touro University Nevada,23899.5,4
6736,Herzing University-Kenosha,22822,427
6737,Herzing University-Brookfield,22822,336
6742,Strayer University-Global Region,39499.5,1429
6750,California University of Magement and Sciences,,54
6761,Johnson & Wales University-Online,27000,118
6768,Daymar College-Louisville,23563,15
6788,Allied American University,9164,2527
6789,American Sentinel University,13846.5,2328
6794,Remington College-Heathrow Campus,9500,235
6802,Chamberlain College of Nursing-Virginia,25693,363
6803,Stevens-Heger College-Boise,26336.5,422
6808,Northwest Institute of Literary Arts,,
6814,American Institute,8758,252
6816,tiol Paralegal College,18890,1089
6817,Caroli College of Biblical Studies,,113
6820,Oxford Graduate School,,
6821,Jung Tao School of Classical Chinese Medicine,,
6822,New York Film Academy,9500,1344
6828,Georgia Christian University,,156
6833,Jose Maria Vargas University,,34
6852,Shepherds Theological Semiry,,4
6855,Grace College of Divinity,,95
6867,Bergin University of Canine Studies,,32
6878,Simmons College of Kentucky,,120
6882,North American University,,350
6891,Millennia Atlantic University,,60
6907,Institute for Doctoral Studies in the Visual Arts,,
6918,John Paul the Great Catholic University,21499,140
6921,University of Phoenix-Jackson Campus,35500,66
6922,Independence University,26336.5,1215
6923,tiol American University-Tulsa,34486,251
6924,tiol American University-Centennial,34486,139
6925,tiol American University-Lee's Summit,34486,360
6926,tiol American University-Colorado Springs South,34486,262
6927,Globe University-Appleton,27000,261
6929,Chamberlain College of Nursing-Missouri,25693,488
6930,Chamberlain College of Nursing-Texas,25693,258
6961,South University-Accelerated Graduate Programs,27167,
6962,South University-The Art Institute of Fort Worth,27167,346
6963,South University-Novi,27167,354
